946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
946684800;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498768995;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769004;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769009;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769015;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769020;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769026;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769031;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769037;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769043;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769048;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769157;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769163;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769168;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769174;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769180;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769185;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769191;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769196;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769202;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769207;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769213;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769218;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769224;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769229;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769235;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769240;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769246;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769252;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769257;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769263;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769268;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769274;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769279;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769285;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769290;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769296;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769301;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769307;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769313;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
1498769318;0.00;0.00;0.00;1111;0.00;0.00;7.12;1.32;0.90
